converged	score	run	cpu_time	memory	nclusters_pred	all_vmeasure	clone_prev_MAE	clone_prev_MSE	slsbulk_clone_prev_MSE	slsbulk_vmeasure	slsbulk_clone_prev_MAE	uncertainty
1	133837.57895505	runs_epiclomal/0_0.95_10000/epi_basic/0/cluster_posteriors.tsv.gz	6	132	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	105521.962933996	runs_epiclomal/0_0.95_10000/epi_basic/1/cluster_posteriors.tsv.gz	8	141	2	0.828914435828653	0.033203125	0.001220703125	NA	NA	NA	NA
1	133837.57895505	runs_epiclomal/0_0.95_10000/epi_basic/10/cluster_posteriors.tsv.gz	7	136	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	109612.515736409	runs_epiclomal/0_0.95_10000/epi_basic/100/cluster_posteriors.tsv.gz	16	130	8	0.409190590485349	0.34375	0.12445068359375	NA	NA	NA	NA
1	133837.578954877	runs_epiclomal/0_0.95_10000/epi_basic/101/cluster_posteriors.tsv.gz	1	137	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	107650.580073565	runs_epiclomal/0_0.95_10000/epi_basic/102/cluster_posteriors.tsv.gz	7	186	6	0.487843427163626	0.267578125	0.08392333984375	NA	NA	NA	NA
1	107851.358639528	runs_epiclomal/0_0.95_10000/epi_basic/103/cluster_posteriors.tsv.gz	5	157	3	0.683204999679056	0.123046875	0.0260009765625	NA	NA	NA	NA
1	106138.52875646	runs_epiclomal/0_0.95_10000/epi_basic/104/cluster_posteriors.tsv.gz	3	167	4	0.483264725061233	0.212890625	0.05474853515625	NA	NA	NA	NA
1	133837.578954877	runs_epiclomal/0_0.95_10000/epi_basic/105/cluster_posteriors.tsv.gz	1	133	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	108282.066496009	runs_epiclomal/0_0.95_10000/epi_basic/106/cluster_posteriors.tsv.gz	7	174	5	0.498109403303638	0.212890625	0.06353759765625	NA	NA	NA	NA
1	112557.267514893	runs_epiclomal/0_0.95_10000/epi_basic/107/cluster_posteriors.tsv.gz	11	134	7	0.402880957554909	0.31640625	0.110595703125	NA	NA	NA	NA
1	106766.056638778	runs_epiclomal/0_0.95_10000/epi_basic/108/cluster_posteriors.tsv.gz	15	131	9	0.466789243256781	0.314453125	0.11968994140625	NA	NA	NA	NA
1	104386.619468026	runs_epiclomal/0_0.95_10000/epi_basic/109/cluster_posteriors.tsv.gz	20	130	8	0.46378811457992	0.30078125	0.1270751953125	NA	NA	NA	NA
1	106894.877801727	runs_epiclomal/0_0.95_10000/epi_basic/11/cluster_posteriors.tsv.gz	6	132	2	0.715933510567159	0.0703125	0.005859375	NA	NA	NA	NA
1	106921.712896953	runs_epiclomal/0_0.95_10000/epi_basic/110/cluster_posteriors.tsv.gz	3	152	3	0.526606205933672	0.142578125	0.03253173828125	NA	NA	NA	NA
1	106656.913338579	runs_epiclomal/0_0.95_10000/epi_basic/111/cluster_posteriors.tsv.gz	21	133	9	0.522086275087774	0.33203125	0.1312255859375	NA	NA	NA	NA
1	106122.005390902	runs_epiclomal/0_0.95_10000/epi_basic/112/cluster_posteriors.tsv.gz	3	154	3	0.792881400346433	0.140625	0.03955078125	NA	NA	NA	NA
1	108834.978153101	runs_epiclomal/0_0.95_10000/epi_basic/113/cluster_posteriors.tsv.gz	4	167	3	0.579761736792945	0.125	0.0284423828125	NA	NA	NA	NA
1	107868.707390012	runs_epiclomal/0_0.95_10000/epi_basic/114/cluster_posteriors.tsv.gz	4	152	3	0.694174865275644	0.142578125	0.03424072265625	NA	NA	NA	NA
1	110424.592784996	runs_epiclomal/0_0.95_10000/epi_basic/115/cluster_posteriors.tsv.gz	9	128	7	0.407106945774144	0.330078125	0.11883544921875	NA	NA	NA	NA
1	133837.578954877	runs_epiclomal/0_0.95_10000/epi_basic/116/cluster_posteriors.tsv.gz	2	137	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	104476.107763691	runs_epiclomal/0_0.95_10000/epi_basic/117/cluster_posteriors.tsv.gz	4	155	3	0.536297089926839	0.15625	0.04296875	NA	NA	NA	NA
1	106856.641902944	runs_epiclomal/0_0.95_10000/epi_basic/118/cluster_posteriors.tsv.gz	2	143	2	0.715933510567159	0.0703125	0.005859375	NA	NA	NA	NA
1	107906.759816398	runs_epiclomal/0_0.95_10000/epi_basic/119/cluster_posteriors.tsv.gz	11	184	6	0.475458845846607	0.248046875	0.071533203125	NA	NA	NA	NA
1	103333.56908804	runs_epiclomal/0_0.95_10000/epi_basic/12/cluster_posteriors.tsv.gz	11	134	3	0.585292751494025	0.140625	0.03369140625	NA	NA	NA	NA
1	106241.529012431	runs_epiclomal/0_0.95_10000/epi_basic/120/cluster_posteriors.tsv.gz	6	168	4	0.648234115816954	0.19140625	0.06005859375	NA	NA	NA	NA
1	106368.00543041	runs_epiclomal/0_0.95_10000/epi_basic/121/cluster_posteriors.tsv.gz	21	136	8	0.459549390804063	0.263671875	0.0867919921875	NA	NA	NA	NA
1	105268.828467309	runs_epiclomal/0_0.95_10000/epi_basic/122/cluster_posteriors.tsv.gz	4	167	4	0.519019717095674	0.205078125	0.05352783203125	NA	NA	NA	NA
1	137768.340280845	runs_epiclomal/0_0.95_10000/epi_basic/123/cluster_posteriors.tsv.gz	2	143	2	0.00366899282232725	0.064453125	0.005126953125	NA	NA	NA	NA
